,Unnamed: 0,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
920,920,Toyota,2011.0,Nigerian Used,364344.0,2500.0,Petrol,Automatic,"3,560,000",SUV
921,921,Lexus,2008.0,Nigerian Used,230751.0,3500.0,Petrol,Automatic,"4,472,000",SUV
922,922,Jeep,2008.0,Nigerian Used,228941.0,3000.0,Petrol,Automatic,"1,680,000",SUV
923,923,Toyota,2006.0,Nigerian Used,253577.0,3300.0,Petrol,Automatic,"3,328,000",SUV
924,924,Infiniti,2007.898534697263,Nigerian Used,115506.0,3274.9765625,Petrol,Automatic,"3,370,000",SUV
925,925,Toyota,2006.0,Nigerian Used,97296.0,3500.0,Petrol,Automatic,"1,995,000",SUV
926,926,Toyota,2011.0,Nigerian Used,123088.0,2500.0,Petrol,Automatic,"3,224,000",SUV
927,927,Dodge,2011.0,Foreign Used,163756.0,2400.0,Petrol,Automatic,"3,885,000",SUV
928,928,Isuzu,2007.898534697263,Nigerian Used,73844.0,3274.9765625,Petrol,Manual,"2,048,400",SUV
929,929,Lexus,2008.0,Foreign Used,155665.0,3500.0,Petrol,Automatic,"3,570,000",SUV
930,930,Toyota,2012.0,Nigerian Used,119606.0,2000.0,Petrol,Automatic,"3,150,000",SUV
931,931,Mercedes-Benz,2012.0,Nigerian Used,101947.0,3000.0,Petrol,Automatic,"3,675,000",SUV
932,932,Dodge,2011.0,Foreign Used,163756.0,2400.0,Petrol,Automatic,"3,885,000",SUV
933,933,Toyota,2010.0,Foreign Used,85583.0,2500.0,Petrol,Automatic,"3,675,000",SUV
934,934,Porsche,2007.898534697263,Nigerian Used,182533.65556660038,3274.9765625,Petrol,Automatic,"2,810,000",SUV
935,935,Lexus,2007.0,Nigerian Used,203830.0,3500.0,Petrol,Automatic,"4,576,000",SUV
936,936,Toyota,2010.0,Foreign Used,108433.0,3274.9765625,Petrol,Automatic,"5,720,000",SUV
937,937,Ford,2016.0,Foreign Used,90908.0,35000.0,Petrol,Automatic,"12,600,000",SUV
938,938,Mercedes-Benz,2007.898534697263,Nigerian Used,112170.0,3274.9765625,Petrol,Automatic,"6,730,000",SUV
939,939,Toyota,2011.0,Nigerian Used,61436.0,2000.0,Petrol,Automatic,"5,625,000",SUV
940,940,Dodge,2014.0,Nigerian Used,69000.0,3600.0,Petrol,Automatic,"10,500,000",SUV
941,941,Lexus,2008.0,Foreign Used,184977.0,3500.0,Petrol,Automatic,"4,992,000",SUV
942,942,Ford,2012.0,Nigerian Used,160553.0,3500.0,Petrol,Automatic,"4,160,000",SUV
943,943,Ford,2008.0,Nigerian Used,218896.0,3500.0,Petrol,Automatic,"2,100,000",SUV
944,944,Mercedes-Benz,2009.0,Nigerian Used,350929.0,3500.0,Petrol,Automatic,"3,150,000",SUV
945,945,Mercedes-Benz,2007.898534697263,Nigerian Used,112170.0,3274.9765625,Petrol,Automatic,"6,730,000",SUV
946,946,Porsche,2007.898534697263,Nigerian Used,182533.65556660038,3274.9765625,Petrol,Automatic,"2,810,000",SUV
947,947,Toyota,2005.0,Nigerian Used,359333.0,1800.0,Petrol,Automatic,"2,193,750",SUV
948,948,Ford,2007.898534697263,Nigerian Used,171010.0,3274.9765625,Petrol,Automatic,"2,045,000",SUV
949,949,Mercedes-Benz,2006.0,Nigerian Used,182533.65556660038,3500.0,Petrol,Automatic,"3,255,000",SUV
950,950,Jaguar,2011.0,Foreign Used,177218.0,4000.0,Petrol,Automatic,"9,450,000",SUV
951,951,Toyota,2011.0,Foreign Used,12683.0,2700.0,Petrol,Automatic,"14,175,000",SUV
952,952,Isuzu,2007.898534697263,Nigerian Used,73844.0,3274.9765625,Petrol,Manual,"2,048,400",SUV
953,953,Acura,2009.0,Nigerian Used,182036.0,3500.0,Petrol,Automatic,"3,120,000",SUV
954,954,Toyota,2010.0,Nigerian Used,99830.0,3300.0,Petrol,Automatic,"3,120,000",SUV
955,955,Lexus,2007.0,Nigerian Used,123673.0,3500.0,Petrol,Automatic,"3,952,000",SUV
956,956,Toyota,2009.0,Foreign Used,459418.0,3500.0,Petrol,Automatic,"4,160,000",SUV
957,957,Land Rover,2004.0,Nigerian Used,182533.65556660038,4400.0,Petrol,Automatic,"2,100,000",SUV
958,958,Ford,2005.0,Nigerian Used,301242.0,5400.0,Petrol,Automatic,"2,912,000",SUV
959,959,Toyota,2011.0,Foreign Used,177590.0,3500.0,Petrol,Automatic,"5,880,000",SUV
960,960,Mercedes-Benz,2016.0,Foreign Used,52855.0,2000.0,Petrol,Automatic,"15,600,000",SUV
961,961,Ford,2009.0,Foreign Used,114203.0,3500.0,Petrol,Automatic,"2,835,000",SUV
962,962,Lexus,2008.0,Nigerian Used,230751.0,3500.0,Petrol,Automatic,"4,472,000",SUV
963,963,Ford,2016.0,Foreign Used,90908.0,35000.0,Petrol,Automatic,"12,600,000",SUV
964,964,Toyota,2007.0,Foreign Used,237858.0,3500.0,Petrol,Automatic,"3,640,000",SUV
965,965,Ford,2007.898534697263,Nigerian Used,180814.0,3274.9765625,Petrol,Automatic,"4,266,000",SUV
966,966,Skoda,2012.0,Nigerian Used,41077.0,1600.0,Petrol,Automatic,"3,150,000",SUV
967,967,Lexus,2007.0,Nigerian Used,203830.0,3500.0,Petrol,Automatic,"4,576,000",SUV
968,968,Toyota,2008.0,Nigerian Used,251684.0,3500.0,Petrol,Automatic,"3,885,000",SUV
969,969,Mercedes-Benz,2013.0,Nigerian Used,115724.0,3500.0,Petrol,Automatic,"5,736,000",SUV
970,970,Ford,2007.0,Foreign Used,182533.65556660038,3000.0,Petrol,Automatic,"2,625,000",SUV
971,971,Ford,2008.0,Nigerian Used,218896.0,3500.0,Petrol,Automatic,"2,100,000",SUV
972,972,Peugeot,2003.0,Nigerian Used,3963.0,1600.0,Petrol,Automatic,"1,462,500",SUV
973,973,Mercedes-Benz,2013.0,Nigerian Used,125394.0,4700.0,Petrol,Automatic,"12,375,000",SUV
974,974,Ford,2002.0,Nigerian Used,247814.0,4000.0,Petrol,Automatic,"2,100,000",SUV
975,975,Lexus,2011.0,Nigerian Used,181282.0,3500.0,Petrol,Automatic,"7,280,000",SUV
976,976,Ford,2016.0,Nigerian Used,115658.0,3500.0,Petrol,Automatic,"10,500,000",SUV
977,977,Toyota,2007.898534697263,Nigerian Used,154309.0,3274.9765625,Petrol,Automatic,"5,050,000",SUV
978,978,Toyota,2007.0,Foreign Used,197253.0,3300.0,Petrol,Automatic,"3,990,000",SUV
979,979,Toyota,2009.0,Foreign Used,459418.0,3500.0,Petrol,Automatic,"4,160,000",SUV
980,980,Toyota,2009.0,Nigerian Used,94618.0,3500.0,Petrol,Automatic,"4,725,000",SUV
981,981,Mercedes-Benz,2007.898534697263,Nigerian Used,60180.0,3274.9765625,Petrol,Automatic,"7,850,000",SUV
982,982,Ford,2007.898534697263,Nigerian Used,180814.0,3274.9765625,Petrol,Automatic,"4,266,000",SUV
983,983,Land Rover,2007.898534697263,Nigerian Used,29555.0,3274.9765625,Petrol,Automatic,"17,930,000",SUV
984,984,Toyota,2002.0,Nigerian Used,187433.0,3000.0,Petrol,Automatic,"2,100,000",SUV
985,985,Dodge,2013.0,Foreign Used,184192.0,5700.0,Petrol,Automatic,"11,550,000",SUV
986,986,Toyota,2008.0,Foreign Used,201641.0,2400.0,Petrol,Automatic,"3,045,000",SUV
987,987,Land Rover,2007.0,Nigerian Used,131041.0,4400.0,Petrol,Automatic,"2,625,000",SUV
988,988,Ford,2009.0,Foreign Used,114203.0,3500.0,Petrol,Automatic,"2,835,000",SUV
989,989,Mercedes-Benz,2006.0,Nigerian Used,2418.0,5000.0,Petrol,Automatic,"4,935,000",SUV
990,990,Toyota,2006.0,Foreign Used,82216.0,3000.0,Petrol,Automatic,"3,224,000",SUV
991,991,Mercedes-Benz,2007.898534697263,Nigerian Used,57309.0,3274.9765625,Petrol,Automatic,"6,730,000",SUV
992,992,Land Rover,2007.0,Nigerian Used,131041.0,4400.0,Petrol,Automatic,"2,625,000",SUV
993,993,Ford,2004.0,Foreign Used,398223.0,4000.0,Petrol,Automatic,"2,940,000",SUV
994,994,Lexus,2011.0,Nigerian Used,181282.0,3500.0,Petrol,Automatic,"7,280,000",SUV
995,995,Lexus,2010.0,Nigerian Used,93872.0,3500.0,Petrol,Automatic,"6,775,000",SUV
996,996,Mercedes-Benz,2007.898534697263,Nigerian Used,82420.0,3274.9765625,Petrol,Automatic,"17,930,000",SUV
997,997,Mercedes-Benz,2007.898534697263,Nigerian Used,145284.0,3274.9765625,Petrol,Automatic,"6,730,000",SUV
998,998,Land Rover,2007.898534697263,Nigerian Used,139707.0,3274.9765625,Petrol,Automatic,"2,586,000",SUV
999,999,Lexus,2008.0,Nigerian Used,100098.0,3500.0,Petrol,Automatic,"3,675,000",SUV
1000,1000,Mercedes-Benz,2007.898534697263,Nigerian Used,62217.0,3274.9765625,Petrol,Automatic,"24,650,000",SUV
1001,1001,Ford,2007.898534697263,Nigerian Used,205321.0,3274.9765625,Petrol,Automatic,"3,282,500",SUV
1002,1002,Toyota,2008.0,Foreign Used,201641.0,2400.0,Petrol,Automatic,"3,045,000",SUV
1003,1003,Lexus,2007.898534697263,Nigerian Used,97925.0,3274.9765625,Petrol,Automatic,"2,922,000",SUV
1004,1004,Lexus,2008.0,Nigerian Used,310333.0,3500.0,Petrol,Automatic,"3,432,000",SUV
1005,1005,Lexus,2007.898534697263,Nigerian Used,41774.0,3274.9765625,Petrol,Automatic,"13,450,000",SUV
1006,1006,Lexus,2007.898534697263,Nigerian Used,126224.0,3274.9765625,Petrol,Automatic,"2,362,000",SUV
1007,1007,Dodge,2013.0,Foreign Used,184192.0,5700.0,Petrol,Automatic,"11,550,000",SUV
1008,1008,Toyota,2007.898534697263,Nigerian Used,170154.0,3274.9765625,Petrol,Automatic,"6,730,000",SUV
1009,1009,Toyota,2019.0,Foreign Used,5359.0,1800.0,Petrol,Automatic,"9,975,000",SUV
1010,1010,Lexus,2010.0,Foreign Used,165472.0,3500.0,Petrol,Automatic,"7,350,000",SUV
1011,1011,Jaguar,2005.0,Nigerian Used,99187.0,2700.0,Diesel,Automatic,"3,675,000",SUV
1012,1012,Dodge,2005.0,Foreign Used,157972.0,3300.0,Petrol,Automatic,"2,625,000",SUV
1013,1013,Dodge,2010.0,Foreign Used,349934.0,3300.0,Petrol,Automatic,"3,360,000",SUV
1014,1014,Lexus,2008.0,Nigerian Used,9976050.0,3500.0,Petrol,Automatic,"3,255,000",SUV
1015,1015,Toyota,2012.0,Nigerian Used,323406.0,2500.0,Petrol,Automatic,"3,990,000",SUV
1016,1016,Toyota,2014.0,Nigerian Used,30778.0,2400.0,Petrol,Automatic,"4,200,000",SUV
1017,1017,Nissan,2007.0,Nigerian Used,173224.0,3500.0,Petrol,Automatic,"1,518,750",SUV
1018,1018,Mercedes-Benz,2007.898534697263,Nigerian Used,60180.0,3274.9765625,Petrol,Automatic,"7,850,000",SUV
1019,1019,Mercedes-Benz,2006.0,Nigerian Used,2418.0,5000.0,Petrol,Automatic,"4,935,000",SUV
1020,1020,Toyota,2019.0,Foreign Used,5359.0,1800.0,Petrol,Automatic,"9,975,000",SUV
1021,1021,Mercedes-Benz,2007.898534697263,Nigerian Used,57309.0,3274.9765625,Petrol,Automatic,"6,730,000",SUV
1022,1022,Mercedes-Benz,2012.0,Nigerian Used,50149.0,3500.0,Petrol,Automatic,"7,800,000",SUV
1023,1023,Ford,2004.0,Foreign Used,398223.0,4000.0,Petrol,Automatic,"2,940,000",SUV
1024,1024,Peugeot,2003.0,Nigerian Used,3963.0,1600.0,Petrol,Automatic,"1,462,500",SUV
1025,1025,Mercedes-Benz,2013.0,Nigerian Used,125394.0,4700.0,Petrol,Automatic,"12,375,000",SUV
1026,1026,Toyota,2009.0,Nigerian Used,172537.0,3500.0,Petrol,Automatic,"4,725,000",SUV
1027,1027,Mercedes-Benz,2010.0,Nigerian Used,34365.0,3500.0,Petrol,Automatic,"7,280,000",SUV
1028,1028,Mercedes-Benz,2007.898534697263,Nigerian Used,65126.0,3274.9765625,Petrol,Automatic,"4,490,000",SUV
1029,1029,Ford,2007.0,Nigerian Used,115975.0,3500.0,Petrol,Automatic,"2,200,000",SUV
1030,1030,Jaguar,2007.898534697263,Nigerian Used,182533.65556660038,3274.9765625,Petrol,Automatic,"4,500,000",SUV
1031,1031,Porsche,2017.0,Nigerian Used,68343.0,3600.0,Petrol,Automatic,"18,900,000",SUV
1032,1032,Toyota,2004.0,Nigerian Used,158023.0,4700.0,Petrol,Automatic,"1,837,500",SUV
1033,1033,Lexus,2015.0,Foreign Used,98733.0,2500.0,Petrol,Automatic,"9,450,000",SUV
1034,1034,Lexus,2004.0,Nigerian Used,182267.0,4700.0,Petrol,Automatic,"2,625,000",SUV
1035,1035,Lexus,2002.0,Brand New,111408.0,3000.0,Petrol,Automatic,"2,625,000",SUV
1036,1036,Hyundai,2011.0,Foreign Used,139301.0,2400.0,Petrol,Automatic,"4,160,000",SUV
1037,1037,Hyundai,2015.0,Nigerian Used,85847.0,1600.0,Petrol,Automatic,"5,040,000",SUV
1038,1038,Toyota,2007.0,Nigerian Used,209228.0,2700.0,Petrol,Manual,"4,200,000",SUV
1039,1039,Toyota,2002.0,Nigerian Used,187433.0,3000.0,Petrol,Automatic,"2,100,000",SUV
1040,1040,Toyota,2009.0,Foreign Used,139042.0,2400.0,Petrol,Automatic,"3,640,000",SUV
1041,1041,Toyota,2008.0,Nigerian Used,141473.0,2400.0,Petrol,Automatic,"2,925,000",SUV
1042,1042,Mercedes-Benz,2008.0,Nigerian Used,263539.0,3000.0,Petrol,Automatic,"3,150,000",SUV
1043,1043,Ford,2007.0,Foreign Used,467397.0,3500.0,Petrol,Automatic,"2,835,000",SUV
1044,1044,Lexus,2007.898534697263,Nigerian Used,242032.0,3274.9765625,Petrol,Automatic,"2,922,000",SUV
1045,1045,Toyota,2009.0,Nigerian Used,85296.0,3500.0,Petrol,Automatic,"4,830,000",SUV
1046,1046,Toyota,2005.0,Nigerian Used,258088.0,3300.0,Petrol,Automatic,"2,288,000",SUV
1047,1047,Mercedes-Benz,2007.898534697263,Nigerian Used,48780.0,3274.9765625,Petrol,Automatic,"19,050,000",SUV
1048,1048,Toyota,2015.0,Nigerian Used,70075.0,3000.0,Petrol,Automatic,"4,725,000",SUV
1049,1049,Toyota,2015.0,Foreign Used,71146.0,1800.0,Petrol,Automatic,"6,500,000",SUV
1050,1050,Hyundai,2011.0,Foreign Used,262343.0,2400.0,Petrol,Automatic,"3,675,000",SUV
1051,1051,Hyundai,2011.0,Foreign Used,177739.0,2400.0,Petrol,Automatic,"4,888,000",SUV
1052,1052,Mercedes-Benz,2011.0,Foreign Used,182533.65556660038,3000.0,Petrol,Automatic,"5,460,000",SUV
1053,1053,Toyota,2009.0,Nigerian Used,169241.0,2400.0,Petrol,Automatic,"3,016,000",SUV
1054,1054,Lexus,2006.0,Foreign Used,201926.0,3000.0,Petrol,Automatic,"4,160,000",SUV
1055,1055,Mercedes-Benz,2012.0,Nigerian Used,95610.0,4700.0,Petrol,Automatic,"4,350,000",SUV
1056,1056,Toyota,2015.0,Foreign Used,62298.0,1800.0,Petrol,Automatic,"6,032,000",SUV
1057,1057,Lexus,2010.0,Nigerian Used,163603.0,3500.0,Petrol,Automatic,"4,688,000",SUV
1058,1058,Hyundai,2013.0,Foreign Used,190676.0,2000.0,Petrol,Automatic,"3,517,500",SUV
1059,1059,Lexus,2007.0,Nigerian Used,182533.65556660038,3600.0,Petrol,Automatic,"4,992,000",SUV
1060,1060,Toyota,2012.0,Nigerian Used,370677.0,2500.0,Petrol,Automatic,"4,387,500",SUV
1061,1061,Hyundai,2007.898534697263,Nigerian Used,5843.0,3274.9765625,Petrol,Manual,"7,895,000",SUV
1062,1062,Toyota,2013.0,Foreign Used,79207.0,2400.0,Petrol,Automatic,"4,960,000",SUV
1063,1063,Ford,2012.0,Nigerian Used,88139.0,2000.0,Petrol,Automatic,"3,675,000",SUV
1064,1064,Jaguar,2007.898534697263,Nigerian Used,182533.65556660038,3274.9765625,Petrol,Automatic,"4,500,000",SUV
1065,1065,Land Rover,2008.0,Nigerian Used,78565.0,4400.0,Petrol,Automatic,"2,415,000",SUV
1066,1066,Toyota,2009.0,Foreign Used,167190.0,1800.0,Petrol,Automatic,"4,160,000",SUV
1067,1067,Toyota,2016.0,Foreign Used,218050.0,1800.0,Petrol,Automatic,"6,760,000",SUV
1068,1068,Lexus,2008.0,Foreign Used,155665.0,3500.0,Petrol,Automatic,"3,570,000",SUV
1069,1069,Hyundai,2011.0,Foreign Used,189814.0,2000.0,Petrol,Automatic,"3,255,000",SUV
1070,1070,Lexus,2004.0,Nigerian Used,220223.0,3300.0,Petrol,Automatic,"2,600,000",SUV
1071,1071,Lexus,2005.0,Foreign Used,101051.0,3300.0,Petrol,Automatic,"2,520,000",SUV
1072,1072,Ford,2003.0,Nigerian Used,426254.0,4000.0,Petrol,Automatic,"2,047,500",SUV
1073,1073,Toyota,2008.0,Nigerian Used,307470.0,2400.0,Petrol,Automatic,"2,835,000",SUV
1074,1074,Toyota,2007.898534697263,Nigerian Used,126364.0,3274.9765625,Petrol,Automatic,"7,850,000",SUV
1075,1075,Lexus,2014.0,Foreign Used,187603.0,3300.0,Petrol,Automatic,"9,240,000",SUV
1076,1076,Ford,2007.0,Nigerian Used,115975.0,3500.0,Petrol,Automatic,"2,200,000",SUV
1077,1077,Jeep,2007.898534697263,Nigerian Used,190057.0,3274.9765625,Petrol,Automatic,"3,930,000",SUV
1078,1078,Hyundai,2011.0,Foreign Used,115527.0,2400.0,Petrol,Automatic,"3,675,000",SUV
1079,1079,Hyundai,2017.0,Nigerian Used,66012.0,1600.0,Petrol,Automatic,"6,825,000",SUV
1080,1080,Mercedes-Benz,2013.0,Nigerian Used,239707.0,4500.0,Petrol,Automatic,"18,720,000",SUV
1081,1081,Toyota,2009.0,Nigerian Used,172537.0,3500.0,Petrol,Automatic,"4,725,000",SUV
1082,1082,Ford,2012.0,Nigerian Used,130722.0,3500.0,Petrol,CVT,"2,835,000",SUV
1083,1083,Toyota,2010.0,Nigerian Used,108350.0,2400.0,Petrol,Automatic,"3,712,500",SUV
1084,1084,Ford,2007.898534697263,Nigerian Used,49215.0,3274.9765625,Petrol,Automatic,"3,930,000",SUV
1085,1085,Hyundai,2007.898534697263,Nigerian Used,200830.0,3274.9765625,Petrol,Manual,"4,000,000",SUV
1086,1086,Lexus,2010.0,Foreign Used,279373.0,3500.0,Petrol,Automatic,"9,880,000",SUV
1087,1087,Hyundai,2013.0,Foreign Used,139775.0,2000.0,Petrol,Automatic,"8,112,000",SUV
1088,1088,Toyota,2019.0,Foreign Used,16170.0,1800.0,Hybrid,CVT,"14,175,000",SUV
1089,1089,Mercedes-Benz,2007.0,Nigerian Used,210226.0,4500.0,Petrol,Automatic,"4,249,440",SUV
1090,1090,Toyota,2007.898534697263,Nigerian Used,22914.0,3274.9765625,Petrol,Automatic,"10,202,000",SUV
1091,1091,Mercedes-Benz,2010.0,Nigerian Used,182533.65556660038,3500.0,Petrol,Automatic,"6,032,000",SUV
1092,1092,Mercedes-Benz,2007.0,Foreign Used,192028.0,3500.0,Petrol,Automatic,"6,448,000",SUV
1093,1093,Lexus,2004.0,Nigerian Used,179555.0,3400.0,Petrol,Automatic,"3,640,000",SUV
1094,1094,Toyota,2011.0,Foreign Used,147685.0,1800.0,Petrol,Automatic,"4,472,000",SUV
1095,1095,Hyundai,2012.0,Nigerian Used,259708.0,2000.0,Petrol,Automatic,"3,640,000",SUV
1096,1096,Jeep,2011.0,Foreign Used,119865.0,3700.0,Petrol,Automatic,"5,775,000",SUV
1097,1097,Porsche,2007.898534697263,Nigerian Used,148559.0,3274.9765625,Petrol,Automatic,"2,698,000",SUV
1098,1098,Hyundai,2018.0,Foreign Used,159401.0,2400.0,Petrol,Automatic,"13,125,000",SUV
1099,1099,Hyundai,2011.0,Foreign Used,229956.0,2400.0,Petrol,Automatic,"3,360,000",SUV
1100,1100,Toyota,2004.0,Nigerian Used,158023.0,4700.0,Petrol,Automatic,"1,837,500",SUV
1101,1101,Acura,2005.0,Foreign Used,288147.0,3500.0,Petrol,Automatic,"2,310,000",SUV
1102,1102,Lexus,2004.0,Nigerian Used,78851.0,3600.0,Petrol,Automatic,"3,848,000",SUV
1103,1103,Lexus,2002.0,Foreign Used,10540.0,35.0,Petrol,Automatic,"2,730,000",SUV
1104,1104,Porsche,2017.0,Nigerian Used,68343.0,3600.0,Petrol,Automatic,"18,900,000",SUV
1105,1105,Lexus,2003.0,Nigerian Used,299647.0,4700.0,Petrol,Automatic,"3,675,000",SUV
1106,1106,Hyundai,2012.0,Foreign Used,129479.0,2000.0,Petrol,Automatic,"4,168,000",SUV
1107,1107,Lexus,2010.0,Nigerian Used,108096.0,5700.0,Petrol,Automatic,"15,750,000",SUV
1108,1108,Toyota,2011.0,Foreign Used,95491.0,1800.0,Petrol,Automatic,"4,680,000",SUV
1109,1109,Toyota,2010.0,Foreign Used,185585.0,1800.0,Petrol,Automatic,"3,675,000",SUV
1110,1110,Lexus,2004.0,Nigerian Used,78851.0,3600.0,Petrol,Automatic,"3,848,000",SUV
1111,1111,Toyota,2006.0,Foreign Used,82216.0,3000.0,Petrol,Automatic,"3,224,000",SUV
1112,1112,Hyundai,2011.0,Foreign Used,262343.0,2400.0,Petrol,Automatic,"3,675,000",SUV
1113,1113,Toyota,2007.898534697263,Nigerian Used,126364.0,3274.9765625,Petrol,Automatic,"7,850,000",SUV
1114,1114,Hyundai,2013.0,Foreign Used,139775.0,2000.0,Petrol,Automatic,"8,112,000",SUV
1115,1115,Hyundai,2016.0,Foreign Used,194783.0,2400.0,Petrol,Automatic,"5,250,000",SUV
1116,1116,Toyota,2008.0,Nigerian Used,56479.0,3500.0,Petrol,Automatic,"5,400,000",SUV
1117,1117,Toyota,2007.898534697263,Nigerian Used,22914.0,3274.9765625,Petrol,Automatic,"10,202,000",SUV
1118,1118,Toyota,2019.0,Foreign Used,16170.0,1800.0,Hybrid,CVT,"14,175,000",SUV
1119,1119,Mercedes-Benz,2007.898534697263,Nigerian Used,84716.0,3274.9765625,Petrol,Automatic,"5,610,000",SUV
1120,1120,Toyota,2006.0,Foreign Used,136201.0,2500.0,Petrol,Automatic,"2,625,000",SUV
1121,1121,Lexus,2003.0,Nigerian Used,252622.0,3500.0,Petrol,Automatic,"2,600,000",SUV
1122,1122,Pontiac,2007.0,Foreign Used,322537.0,3400.0,Petrol,Automatic,"2,205,000",SUV
1123,1123,Ford,2008.0,Foreign Used,298967.0,5400.0,Petrol,Automatic,"2,625,000",SUV
1124,1124,Toyota,2013.0,Foreign Used,79207.0,2400.0,Petrol,Automatic,"4,960,000",SUV
1125,1125,Hyundai,2007.898534697263,Nigerian Used,116158.0,3274.9765625,Petrol,Automatic,"4,490,000",SUV
1126,1126,Fiat,2007.898534697263,Nigerian Used,319568.0,3274.9765625,Petrol,Automatic,"1,620,000",SUV
1127,1127,Lexus,2003.0,Nigerian Used,252622.0,3500.0,Petrol,Automatic,"2,600,000",SUV
1128,1128,Toyota,2017.0,Foreign Used,101103.0,1800.0,Petrol,Automatic,"7,350,000",SUV
1129,1129,Toyota,2006.0,Foreign Used,136201.0,2500.0,Petrol,Automatic,"2,625,000",SUV
1130,1130,Toyota,2012.0,Foreign Used,78080.0,2800.0,Petrol,Automatic,"4,200,000",SUV
1131,1131,Toyota,2006.0,Nigerian Used,206432.0,3300.0,Petrol,Automatic,"2,860,000",SUV
1132,1132,Ford,2007.0,Nigerian Used,127500.0,4000.0,Petrol,Automatic,"2,205,000",SUV
1133,1133,Toyota,2013.0,Foreign Used,74142.0,1800.0,Petrol,Automatic,"4,095,000",SUV
1134,1134,Hyundai,2016.0,Foreign Used,194783.0,2400.0,Petrol,Automatic,"5,250,000",SUV
1135,1135,Toyota,2003.0,Nigerian Used,199651.0,4000.0,Petrol,Automatic,"2,912,000",SUV
1136,1136,Toyota,2010.0,Nigerian Used,87786.0,2400.0,Petrol,Automatic,"3,150,000",SUV
1137,1137,Toyota,2004.0,Nigerian Used,345811.0,3300.0,Petrol,Automatic,"2,496,000",SUV
1138,1138,Ford,2008.0,Foreign Used,298967.0,5400.0,Petrol,Automatic,"2,625,000",SUV
1139,1139,Jeep,2007.898534697263,Nigerian Used,182533.65556660038,3274.9765625,Petrol,Automatic,"5,610,000",SUV
1140,1140,Toyota,2013.0,Foreign Used,74142.0,1800.0,Petrol,Automatic,"4,095,000",SUV
1141,1141,Lexus,2007.0,Nigerian Used,182533.65556660038,3500.0,Petrol,Automatic,"3,150,000",SUV
1142,1142,Toyota,2012.0,Nigerian Used,370677.0,2500.0,Petrol,Automatic,"4,387,500",SUV
1143,1143,Jeep,2007.898534697263,Nigerian Used,182533.65556660038,3274.9765625,Petrol,Automatic,"5,610,000",SUV
1144,1144,Toyota,2009.0,Foreign Used,207347.0,1800.0,Petrol,Automatic,"3,727,500",SUV
1145,1145,Hummer,2005.0,Nigerian Used,139809.0,6000.0,Petrol,Automatic,"6,300,000",SUV
1146,1146,Hyundai,2012.0,Nigerian Used,259708.0,2000.0,Petrol,Automatic,"3,640,000",SUV
1147,1147,Lexus,2005.0,Nigerian Used,134607.0,4500.0,Petrol,Automatic,"2,625,000",SUV
1148,1148,Toyota,2012.0,Foreign Used,78080.0,2800.0,Petrol,Automatic,"4,200,000",SUV
1149,1149,Hyundai,2016.0,Nigerian Used,191019.0,2400.0,Petrol,Automatic,"4,725,000",SUV
1150,1150,Mercedes-Benz,2010.0,Nigerian Used,182533.65556660038,3500.0,Petrol,Automatic,"6,032,000",SUV
1151,1151,Chevrolet,2000.0,Foreign Used,319491.0,2200.0,Petrol,Manual,"3,150,000",SUV
1152,1152,Toyota,2007.0,Nigerian Used,102334.0,2400.0,Petrol,Automatic,"2,415,000",SUV
1153,1153,MG,2003.0,Nigerian Used,105744.0,1800.0,Diesel,Automatic,"1,575,000",SUV
1154,1154,Toyota,2009.0,Foreign Used,167190.0,1800.0,Petrol,Automatic,"4,160,000",SUV
1155,1155,Toyota,2015.0,Foreign Used,236022.0,1800.0,Petrol,Automatic,"6,090,000",SUV
1156,1156,Hyundai,2015.0,Foreign Used,172745.0,2400.0,Petrol,Automatic,"5,775,000",SUV
1157,1157,Dodge,2012.0,Nigerian Used,190880.0,3500.0,Petrol,Automatic,"4,725,000",SUV
1158,1158,Honda,2010.0,Nigerian Used,308710.0,1300.0,Petrol,Automatic,"2,940,000",SUV
1159,1159,Toyota,2013.0,Foreign Used,88055.0,2500.0,Petrol,Automatic,"5,720,000",SUV
1160,1160,Toyota,2007.0,Nigerian Used,81254.0,3500.0,Petrol,Automatic,"2,600,000",SUV
1161,1161,Toyota,2005.0,Nigerian Used,98692.0,2400.0,Petrol,Automatic,"2,600,000",SUV
1162,1162,Ford,2012.0,Nigerian Used,226281.0,3500.0,Petrol,Automatic,"2,520,000",SUV
1163,1163,Toyota,2007.0,Nigerian Used,163559.0,3500.0,Petrol,Automatic,"2,520,000",SUV
1164,1164,Acura,2008.0,Nigerian Used,158238.0,2300.0,Petrol,Automatic,"3,432,000",SUV
1165,1165,Hyundai,2011.0,Foreign Used,138548.0,2400.0,Petrol,Automatic,"3,952,000",SUV
1166,1166,Hyundai,2014.0,Foreign Used,112615.0,2400.0,Petrol,Automatic,"6,825,000",SUV
1167,1167,Hyundai,2015.0,Nigerian Used,180020.0,2400.0,Petrol,Automatic,"5,250,000",SUV
1168,1168,Toyota,2009.0,Nigerian Used,124173.0,2400.0,Petrol,Automatic,"3,328,000",SUV
1169,1169,Hyundai,2018.0,Foreign Used,134257.0,1800.0,Petrol,Automatic,"8,400,000",SUV
